network_packet_size,network_packet_rate,network_protocol,hash_mismatch_rate,smart_contract_violation,transaction_latency_drift,device_activity_variance,vital_stats_stability,response_time_deviation,threat_label,trigger_reason
300,394.18,1,0.011,0,0.487,0.784,0.236,0.328,1,"network_packet_rate, network_protocol, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
266,433.69,0,0.074,1,0.107,0.711,0.504,0.124,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance"
836,93.16,0,0.158,0,0.382,0.738,0.626,0.045,1,"hash_mismatch_rate, transaction_latency_drift, device_activity_variance"
1100,201.63,1,0.068,0,0.02,0.153,0.984,0.101,1,"network_protocol, hash_mismatch_rate"
907,15.6,0,0.051,1,0.186,0.687,0.969,0.077,1,"hash_mismatch_rate, smart_contract_violation, device_activity_variance"
513,229.9,0,0.12,0,0.352,0.221,0.954,0.343,1,"hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
372,352.46,0,0.073,0,0.1,0.009,0.684,0.425,1,"network_packet_rate, hash_mismatch_rate, response_time_deviation"
821,431.82,0,0.19,0,0.434,0.447,0.139,0.148,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability"
939,447.96,1,0.158,0,0.258,0.983,0.705,0.47,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
1015,337.03,0,0.117,0,0.332,0.428,0.178,0.349,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
614,231.95,0,0.14,1,0.01,0.34,0.544,0.372,1,"hash_mismatch_rate, smart_contract_violation, response_time_deviation"
1476,127.56,0,0.198,0,0.351,0.46,0.628,0.447,1,"network_packet_size, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1276,81.49,1,0.015,1,0.163,0.833,0.597,0.096,1,"network_packet_size, network_protocol, smart_contract_violation, device_activity_variance"
1146,185.97,0,0.172,1,0.246,0.912,0.122,0.299,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
818,12.55,0,0.015,0,0.151,0.05,0.037,0.118,1,vital_stats_stability
831,177.52,1,0.165,0,0.195,0.886,0.763,0.025,1,"network_protocol, hash_mismatch_rate, device_activity_variance"
880,369.4,1,0.13,0,0.481,0.358,0.594,0.112,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift"
394,438.97,1,0.091,1,0.169,0.573,0.84,0.114,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation"
406,115.28,0,0.096,1,0.17,0.177,0.555,0.202,1,"hash_mismatch_rate, smart_contract_violation, response_time_deviation"
490,62.02,0,0.015,1,0.035,0.184,0.833,0.004,1,smart_contract_violation
288,45.34,0,0.157,1,0.459,0.56,0.206,0.083,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability"
512,238.17,0,0.02,1,0.479,0.571,0.34,0.28,1,"smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1169,165.1,0,0.168,1,0.07,0.064,0.91,0.178,1,"hash_mismatch_rate, smart_contract_violation"
1118,314.05,1,0.015,1,0.0,0.22,0.817,0.065,1,"network_packet_rate, network_protocol, smart_contract_violation"
491,245.94,0,0.107,0,0.155,0.141,0.416,0.206,1,"hash_mismatch_rate, response_time_deviation"
1369,8.86,1,0.165,0,0.39,0.153,0.868,0.461,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1440,263.64,1,0.042,1,0.177,0.083,0.147,0.459,1,"network_packet_size, network_protocol, smart_contract_violation, vital_stats_stability, response_time_deviation"
538,265.73,0,0.091,1,0.424,0.681,0.385,0.377,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
1403,439.43,0,0.173,1,0.432,0.532,0.158,0.35,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
514,302.52,1,0.011,0,0.457,0.729,0.324,0.253,1,"network_packet_rate, network_protocol, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
393,149.8,1,0.141,0,0.054,0.109,0.27,0.139,1,"network_protocol, hash_mismatch_rate, vital_stats_stability"
596,61.71,0,0.191,1,0.099,0.736,0.671,0.301,1,"hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
1072,303.68,0,0.155,1,0.075,0.613,0.061,0.183,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability"
557,499.55,1,0.088,1,0.089,0.621,0.731,0.396,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
1276,221.26,1,0.068,0,0.341,0.527,0.201,0.341,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1347,222.23,0,0.087,1,0.132,0.883,0.476,0.398,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
1116,338.25,1,0.084,1,0.186,0.252,0.579,0.328,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, response_time_deviation"
1149,413.18,0,0.171,1,0.212,0.354,0.381,0.473,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
745,251.58,1,0.187,0,0.453,0.508,0.057,0.397,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
351,116.58,1,0.182,0,0.293,0.202,0.593,0.356,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1409,356.65,1,0.034,0,0.127,0.676,0.767,0.107,1,"network_packet_size, network_packet_rate, network_protocol, device_activity_variance"
1032,114.39,0,0.191,1,0.315,0.62,0.585,0.29,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
331,386.82,1,0.067,0,0.462,0.119,0.879,0.282,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1230,331.68,1,0.197,1,0.41,0.962,0.552,0.404,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
310,202.01,1,0.094,0,0.015,0.486,0.839,0.121,1,"network_protocol, hash_mismatch_rate"
1411,309.32,0,0.058,0,0.458,0.819,0.054,0.285,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
1358,100.16,1,0.134,1,0.384,0.052,0.77,0.027,1,"network_packet_size, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
983,426.43,0,0.067,1,0.178,0.839,0.201,0.41,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
1378,325.28,0,0.124,0,0.472,0.749,0.977,0.094,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, transaction_latency_drift, device_activity_variance"
1347,376.93,0,0.053,1,0.314,0.918,0.541,0.491,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
675,369.04,0,0.035,1,0.474,0.22,0.667,0.217,1,"network_packet_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
661,475.91,1,0.188,1,0.066,0.597,0.117,0.227,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, vital_stats_stability, response_time_deviation"
1396,153.05,0,0.107,1,0.132,0.63,0.454,0.172,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, device_activity_variance"
